dia,stock
271.0,80
272.0,72
273.0,69
274.0,63
275.0,61
276.0,57
277.0,52
278.0,186
279.0,178
280.0,170
281.0,168
282.0,163
283.0,159
284.0,154
285.0,149
286.0,147
287.0,145
288.0,136
289.0,131
290.0,125
291.0,119
292.0,111
293.0,107
294.0,102
295.0,97
296.0,91
297.0,86
298.0,80
299.0,75
300.0,70
301.0,67
302.0,61
303.0,58
304.0,55
305.0,187
306.0,183
307.0,180
308.0,175
309.0,172
310.0,169
311.0,165
312.0,160
313.0,154
314.0,145
315.0,141
316.0,136
317.0,130
318.0,122
319.0,119
320.0,117
321.0,109
322.0,101
323.0,97
324.0,95
325.0,91
326.0,82
327.0,81
328.0,75
329.0,71
330.0,67
331.0,64
332.0,60
333.0,56
334.0,191
335.0,188
336.0,183
337.0,178
338.0,173
339.0,169
340.0,163
341.0,161
342.0,158
343.0,153
344.0,147
345.0,140
346.0,135
347.0,132
348.0,126
349.0,119
350.0,112
351.0,107
352.0,105
353.0,96
354.0,88
355.0,83
356.0,78
357.0,75
358.0,66
359.0,59
360.0,54
361.0,50
362.0,187
363.0,185
364.0,177
365.0,173
0.0,200
1.0,198
2.0,193
3.0,189
4.0,187
5.0,181
6.0,174
7.0,165
8.0,162
9.0,153
10.0,143
11.0,138
12.0,135
13.0,129
14.0,127
15.0,121
16.0,117
17.0,115
18.0,112
19.0,107
20.0,103
21.0,95
22.0,85
23.0,78
24.0,73
25.0,69
26.0,64
27.0,63
28.0,56
29.0,53
30.0,191
31.0,189
32.0,184
33.0,180
34.0,177
35.0,174
36.0,169
37.0,164
38.0,161
39.0,156
40.0,151
41.0,143
42.0,138
43.0,135
44.0,129
45.0,124
46.0,119
47.0,116
48.0,113
49.0,107
50.0,101
51.0,94
52.0,90
53.0,84
54.0,81
55.0,79
56.0,77
57.0,69
58.0,64
59.0,61
60.0,54
61.0,48
62.0,182
63.0,174
64.0,169
65.0,163
66.0,158
67.0,152
68.0,147
69.0,134
70.0,127
71.0,124
72.0,120
73.0,117
74.0,108
75.0,104
76.0,100
77.0,91
78.0,84
79.0,78
80.0,73
81.0,69
82.0,65
83.0,61
84.0,49
85.0,48
86.0,185
87.0,181
88.0,175
89.0,174
90.0,169
91.0,166
92.0,159
93.0,157
94.0,149
95.0,146
96.0,142
97.0,136
98.0,132
99.0,129
100.0,124
101.0,117
102.0,113
103.0,106
104.0,102
105.0,97
106.0,92
107.0,86
108.0,84
109.0,80
110.0,77
111.0,71
112.0,65
113.0,59
114.0,56
115.0,50
116.0,184
117.0,177
118.0,172
119.0,171
120.0,164
121.0,157
122.0,150
123.0,144
124.0,142
125.0,137
126.0,135
127.0,130
128.0,126
129.0,122
130.0,120
131.0,113
132.0,108
133.0,104
134.0,98
135.0,91
136.0,88
137.0,79
138.0,74
139.0,69
140.0,63
141.0,52
142.0,43
143.0,178
144.0,174
145.0,173
146.0,166
147.0,159
148.0,156
149.0,146
150.0,142
151.0,140
152.0,134
153.0,129
154.0,122
155.0,118
156.0,114
157.0,107
158.0,98
159.0,91
160.0,85
161.0,82
162.0,71
163.0,66
164.0,59
165.0,56
166.0,192
167.0,185
168.0,181
169.0,178
170.0,173
171.0,168
172.0,162
173.0,160
174.0,153
175.0,145
176.0,141
177.0,133
178.0,130
179.0,124
180.0,121
181.0,120
182.0,115
183.0,109
184.0,105
185.0,103
186.0,99
187.0,90
188.0,87
189.0,83
190.0,78
191.0,74
192.0,69
193.0,68
194.0,62
195.0,59
196.0,57
197.0,194
198.0,189
199.0,182
200.0,175
201.0,168
202.0,163
203.0,158
204.0,155
205.0,147
206.0,143
207.0,137
208.0,130
209.0,120
210.0,115
211.0,110
212.0,103
213.0,97
214.0,87
215.0,83
216.0,79
217.0,75
218.0,68
219.0,57
220.0,53
221.0,186
222.0,180
223.0,174
224.0,169
225.0,161
226.0,156
227.0,151
228.0,150
229.0,146
230.0,144
231.0,140
232.0,130
233.0,129
234.0,120
235.0,115
236.0,111
237.0,106
238.0,100
239.0,97
240.0,91
241.0,86
242.0,84
243.0,79
244.0,76
245.0,70
246.0,68
247.0,61
248.0,55
249.0,48
250.0,180
251.0,173
252.0,166
253.0,162
254.0,152
255.0,150
256.0,145
257.0,143
258.0,140
259.0,132
260.0,129
261.0,125
262.0,119
263.0,119
264.0,115
265.0,111
266.0,107
267.0,104
268.0,99
269.0,92
270.0,90
271.0,85
272.0,80
273.0,79
274.0,74
275.0,70
276.0,67
277.0,65
278.0,62
279.0,60
280.0,53
281.0,50
282.0,188
283.0,183
284.0,179
285.0,174
286.0,169
287.0,168
288.0,165
289.0,158
290.0,153
291.0,147
292.0,141
293.0,135
294.0,128
295.0,121
296.0,116
297.0,112
298.0,107
299.0,105
300.0,96
301.0,90
302.0,87
303.0,83
304.0,74
305.0,70
306.0,58
307.0,50
308.0,189
309.0,185
310.0,183
311.0,177
312.0,171
313.0,167
314.0,163
315.0,153
316.0,147
317.0,139
318.0,133
319.0,129
320.0,118
321.0,114
322.0,107
323.0,99
324.0,97
325.0,96
326.0,91
327.0,87
328.0,80
329.0,75
330.0,70
331.0,65
332.0,63
333.0,56
334.0,52
335.0,191
336.0,190
337.0,186
338.0,180
339.0,177
340.0,171
341.0,168
342.0,167
343.0,164
344.0,159
345.0,158
346.0,154
347.0,148
348.0,145
349.0,140
350.0,135
351.0,124
352.0,119
353.0,113
354.0,108
355.0,104
356.0,97
357.0,90
358.0,88
359.0,79
360.0,73
361.0,66
362.0,58
363.0,196
364.0,189
365.0,184
0.0,200
1.0,193
2.0,188
3.0,184
4.0,179
5.0,174
6.0,167
7.0,160
8.0,156
9.0,154
10.0,147
11.0,142
12.0,135
13.0,127
14.0,118
15.0,113
16.0,110
17.0,108
18.0,108
19.0,102
20.0,91
21.0,85
22.0,81
23.0,77
24.0,71
25.0,67
26.0,65
27.0,63
28.0,58
29.0,52
30.0,45
31.0,179
32.0,176
33.0,169
34.0,166
35.0,162
36.0,159
37.0,153
38.0,141
39.0,136
40.0,129
41.0,125
42.0,118
43.0,115
44.0,111
45.0,106
46.0,101
47.0,95
48.0,89
49.0,86
50.0,81
51.0,75
52.0,73
53.0,70
54.0,61
55.0,60
56.0,193
57.0,189
58.0,187
59.0,180
60.0,173
61.0,168
62.0,166
63.0,162
64.0,155
65.0,149
66.0,147
67.0,145
68.0,138
69.0,133
70.0,131
71.0,127
72.0,122
73.0,116
74.0,111
75.0,105
76.0,95
77.0,91
78.0,86
79.0,81
80.0,76
81.0,73
82.0,69
83.0,62
84.0,59
85.0,50
86.0,183
87.0,178
88.0,175
89.0,167
90.0,154
91.0,147
92.0,139
93.0,137
94.0,131
95.0,127
96.0,118
97.0,116
98.0,110
99.0,106
100.0,100
101.0,93
102.0,89
103.0,87
104.0,81
105.0,75
106.0,70
107.0,67
108.0,62
109.0,59
110.0,52
111.0,50
112.0,185
113.0,179
114.0,173
115.0,167
116.0,162
117.0,159
118.0,153
119.0,151
120.0,143
121.0,137
122.0,132
123.0,126
124.0,118
125.0,113
126.0,109
127.0,103
128.0,99
129.0,94
130.0,89
131.0,84
132.0,77
133.0,73
134.0,67
135.0,60
136.0,57
137.0,50
138.0,184
139.0,178
140.0,175
141.0,172
142.0,165
143.0,162
144.0,154
145.0,144
146.0,140
147.0,131
148.0,129
149.0,123
150.0,122
151.0,116
152.0,110
153.0,104
154.0,96
155.0,94
156.0,88
157.0,78
158.0,75
159.0,75
160.0,70
161.0,64
162.0,60
163.0,57
164.0,193
165.0,186
166.0,179
167.0,177
168.0,173
169.0,169
170.0,162
171.0,156
172.0,150
173.0,142
174.0,138
175.0,133
176.0,130
177.0,122
178.0,119
179.0,114
180.0,109
181.0,105
182.0,102
183.0,98
184.0,93
185.0,89
186.0,82
187.0,77
188.0,68
189.0,62
190.0,58
191.0,51
192.0,185
193.0,181
194.0,176
195.0,171
196.0,167
197.0,163
198.0,158
199.0,153
200.0,150
201.0,146
202.0,142
203.0,138
204.0,130
205.0,125
206.0,122
207.0,117
208.0,112
209.0,111
210.0,108
211.0,95
212.0,91
213.0,88
214.0,81
215.0,75
216.0,71
217.0,68
218.0,63
219.0,55
220.0,52
221.0,186
222.0,179
223.0,173
224.0,167
225.0,163
226.0,158
227.0,153
228.0,147
229.0,143
230.0,139
231.0,133
232.0,133
233.0,129
234.0,126
235.0,123
236.0,118
237.0,112
238.0,108
239.0,103
240.0,98
241.0,90
242.0,86
243.0,84
244.0,79
245.0,70
246.0,61
247.0,54
248.0,185
249.0,180
250.0,174
251.0,169
252.0,163
253.0,160
254.0,154
255.0,151
256.0,146
257.0,142
258.0,138
259.0,133
260.0,123
261.0,118
262.0,115
263.0,109
264.0,105
265.0,102
266.0,96
267.0,92
268.0,89
269.0,87
270.0,82
271.0,77
272.0,73
273.0,69
274.0,61
275.0,55
276.0,52
277.0,188
278.0,188
279.0,182
280.0,178
281.0,176
282.0,165
283.0,163
284.0,160
285.0,158
286.0,152
287.0,148
288.0,142
289.0,138
290.0,132
291.0,125
292.0,124
293.0,119
294.0,119
295.0,117
296.0,115
297.0,113
298.0,107
299.0,100
300.0,97
301.0,94
302.0,91
303.0,85
304.0,82
305.0,75
306.0,70
307.0,67
308.0,62
309.0,59
310.0,196
311.0,184
312.0,179
313.0,167
314.0,163
315.0,154
316.0,148
317.0,143
318.0,141
319.0,139
320.0,136
321.0,129
322.0,125
323.0,122
324.0,119
325.0,113
326.0,108
327.0,104
328.0,98
329.0,95
330.0,92
331.0,84
332.0,79
333.0,74
334.0,70
335.0,62
336.0,54
337.0,50
338.0,186
339.0,182
340.0,176
341.0,169
342.0,165
343.0,159
344.0,155
345.0,152
346.0,148
347.0,141
348.0,136
349.0,135
350.0,131
351.0,128
352.0,122
353.0,116
354.0,112
355.0,109
356.0,104
357.0,99
358.0,94
359.0,89
360.0,83
361.0,77
362.0,73
363.0,65
364.0,62
365.0,58
0.0,200
1.0,194
2.0,186
3.0,181
4.0,179
5.0,172
6.0,169
7.0,166
8.0,163
9.0,157
10.0,155
11.0,149
12.0,144
13.0,139
14.0,133
15.0,130
16.0,125
17.0,123
18.0,121
19.0,114
20.0,106
21.0,100
22.0,93
23.0,89
24.0,84
25.0,78
26.0,74
27.0,71
28.0,64
29.0,58
30.0,192
31.0,186
32.0,180
33.0,176
34.0,173
35.0,168
36.0,164
37.0,163
38.0,158
39.0,153
40.0,149
41.0,148
42.0,145
43.0,140
44.0,138
45.0,135
46.0,131
47.0,128
48.0,124
49.0,116
50.0,108
51.0,100
52.0,97
53.0,90
54.0,84
55.0,76
56.0,73
57.0,66
58.0,61
59.0,58
60.0,52
61.0,189
62.0,185
63.0,183
64.0,177
65.0,168
66.0,167
67.0,162
68.0,156
69.0,153
70.0,149
71.0,146
72.0,134
73.0,131
74.0,120
75.0,112
76.0,107
77.0,105
78.0,99
79.0,96
80.0,90
81.0,80
82.0,74
83.0,71
84.0,65
85.0,60
86.0,57
87.0,47
88.0,183
89.0,182
90.0,177
91.0,167
92.0,165
93.0,162
94.0,159
95.0,151
96.0,148
97.0,140
98.0,138
99.0,132
100.0,126
101.0,125
102.0,122
103.0,117
104.0,112
105.0,106
106.0,105
107.0,101
108.0,90
109.0,84
110.0,78
111.0,67
112.0,62
113.0,57
114.0,57
115.0,196
116.0,190
117.0,184
118.0,175
119.0,164
120.0,160
121.0,157
122.0,155
123.0,152
124.0,148
125.0,142
126.0,138
127.0,136
128.0,128
129.0,123
130.0,119
131.0,114
132.0,113
133.0,110
134.0,105
135.0,99
136.0,92
137.0,85
138.0,81
139.0,74
140.0,72
141.0,70
142.0,62
143.0,54
144.0,51
145.0,183
146.0,178
147.0,176
148.0,166
149.0,158
150.0,154
151.0,147
152.0,143
153.0,135
154.0,129
155.0,122
156.0,120
157.0,116
158.0,111
159.0,105
160.0,100
161.0,96
162.0,89
163.0,83
164.0,80
165.0,76
166.0,71
167.0,63
168.0,58
169.0,54
170.0,191
171.0,185
172.0,183
173.0,176
174.0,172
175.0,166
176.0,161
177.0,159
178.0,154
179.0,150
180.0,143
181.0,136
182.0,134
183.0,130
184.0,123
185.0,122
186.0,114
187.0,108
188.0,100
189.0,96
190.0,93
191.0,90
192.0,82
193.0,76
194.0,73
195.0,70
196.0,67
197.0,63
198.0,61
199.0,57
200.0,53
201.0,190
202.0,186
203.0,182
204.0,179
205.0,175
206.0,172
207.0,167
208.0,161
209.0,156
210.0,154
211.0,150
212.0,149
213.0,142
214.0,140
215.0,133
216.0,129
217.0,123
218.0,122
219.0,112
220.0,108
221.0,104
222.0,97
223.0,94
224.0,90
225.0,86
226.0,79
227.0,68
228.0,62
229.0,60
230.0,54
231.0,190
232.0,181
233.0,171
234.0,165
235.0,163
236.0,160
237.0,157
238.0,154
239.0,148
240.0,144
241.0,143
242.0,138
243.0,133
244.0,125
245.0,124
246.0,118
247.0,114
248.0,110
249.0,107
250.0,97
251.0,90
252.0,88
253.0,82
254.0,78
255.0,74
256.0,71
257.0,69
258.0,66
259.0,62
260.0,57
261.0,50
262.0,47
263.0,179
264.0,173
265.0,170
266.0,165
267.0,159
268.0,154
269.0,152
270.0,146
271.0,139
272.0,134
273.0,128
274.0,121
275.0,116
276.0,110
277.0,106
278.0,100
279.0,95
280.0,93
281.0,91
282.0,86
283.0,80
284.0,73
285.0,69
286.0,62
287.0,61
288.0,56
289.0,189
290.0,182
291.0,173
292.0,166
293.0,162
294.0,158
295.0,151
296.0,146
297.0,144
298.0,139
299.0,137
300.0,131
301.0,126
302.0,124
303.0,118
304.0,110
305.0,104
306.0,99
307.0,95
308.0,90
309.0,82
310.0,76
311.0,73
312.0,67
313.0,65
314.0,60
315.0,56
316.0,191
317.0,185
318.0,179
319.0,177
320.0,171
321.0,164
322.0,156
323.0,151
324.0,146
325.0,140
326.0,138
327.0,134
328.0,129
329.0,126
330.0,121
331.0,116
332.0,112
333.0,107
334.0,101
335.0,98
336.0,94
337.0,89
338.0,88
339.0,85
340.0,77
341.0,72
342.0,68
343.0,62
344.0,54
345.0,46
346.0,42
347.0,177
348.0,171
349.0,165
350.0,164
351.0,157
352.0,153
353.0,147
354.0,142
355.0,139
356.0,135
357.0,126
358.0,123
359.0,120
360.0,110
361.0,108
362.0,105
363.0,97
364.0,89
365.0,81
0.0,200
1.0,197
2.0,193
3.0,186
4.0,181
5.0,177
6.0,171
7.0,170
8.0,167
9.0,158
10.0,150
11.0,145
12.0,139
13.0,132
14.0,122
15.0,120
16.0,119
17.0,117
18.0,113
19.0,107
20.0,101
21.0,91
22.0,89
23.0,84
24.0,79
25.0,75
26.0,70
27.0,68
28.0,64
29.0,60
30.0,55
31.0,193
32.0,185
33.0,184
34.0,178
35.0,176
36.0,173
37.0,169
38.0,160
39.0,157
40.0,151
41.0,146
42.0,139
43.0,134
44.0,132
45.0,125
46.0,120
47.0,115
48.0,109
49.0,104
50.0,101
51.0,96
52.0,90
53.0,85
54.0,80
55.0,72
56.0,69
57.0,64
58.0,56
59.0,51
60.0,185
61.0,182
62.0,174
63.0,170
64.0,161
65.0,157
66.0,155
67.0,151
68.0,145
69.0,143
70.0,136
71.0,131
72.0,128
73.0,125
74.0,124
75.0,119
76.0,113
77.0,107
78.0,102
79.0,95
80.0,84
81.0,78
82.0,75
83.0,72
84.0,62
85.0,58
86.0,51
87.0,46
88.0,182
89.0,178
90.0,171
91.0,165
92.0,159
93.0,151
94.0,149
95.0,146
96.0,141
97.0,137
98.0,131
99.0,129
100.0,121
101.0,114
102.0,108
103.0,103
104.0,99
105.0,95
106.0,92
107.0,90
108.0,83
109.0,78
110.0,74
111.0,69
112.0,58
113.0,52
114.0,47
115.0,183
116.0,176
117.0,171
118.0,165
119.0,156
120.0,149
121.0,147
122.0,145
123.0,143
124.0,139
125.0,134
126.0,126
127.0,119
128.0,116
129.0,106
130.0,102
131.0,94
132.0,90
133.0,82
134.0,80
135.0,73
136.0,68
137.0,63
138.0,60
139.0,57
140.0,49
141.0,185
142.0,180
143.0,175
144.0,172
145.0,165
146.0,160
147.0,158
148.0,153
149.0,150
150.0,145
151.0,137
152.0,130
153.0,124
154.0,118
155.0,112
156.0,103
157.0,96
158.0,94
159.0,93
160.0,88
161.0,86
162.0,80
163.0,73
164.0,66
165.0,57
166.0,50
167.0,47
168.0,184
169.0,181
170.0,177
171.0,169
172.0,164
173.0,159
174.0,155
175.0,147
176.0,141
177.0,140
178.0,134
179.0,129
180.0,127
181.0,124
182.0,120
183.0,118
184.0,110
185.0,106
186.0,102
187.0,97
188.0,92
189.0,88
190.0,86
191.0,81
192.0,77
193.0,69
194.0,66
195.0,62
196.0,54
197.0,188
198.0,184
199.0,179
200.0,174
201.0,169
202.0,164
203.0,158
204.0,155
205.0,151
206.0,147
207.0,146
208.0,139
209.0,135
210.0,130
211.0,123
212.0,117
213.0,111
214.0,103
215.0,99
216.0,96
217.0,94
218.0,86
219.0,84
220.0,79
221.0,73
222.0,67
223.0,63
224.0,58
225.0,195
226.0,192
227.0,185
228.0,178
229.0,174
230.0,172
231.0,170
232.0,162
233.0,159
234.0,154
235.0,145
236.0,143
237.0,139
238.0,133
239.0,131
240.0,129
241.0,127
242.0,124
243.0,119
244.0,114
245.0,111
246.0,109
247.0,105
248.0,101
249.0,98
250.0,90
251.0,86
252.0,83
253.0,80
254.0,77
255.0,75
256.0,72
257.0,66
258.0,59
259.0,54
260.0,186
261.0,180
262.0,176
263.0,171
264.0,170
265.0,168
266.0,161
267.0,157
268.0,155
269.0,152
270.0,148
271.0,142
272.0,138
273.0,131
274.0,125
275.0,123
276.0,116
277.0,113
278.0,108
279.0,104
280.0,98
281.0,95
282.0,90
283.0,85
284.0,78
285.0,75
286.0,68
287.0,61
288.0,55
289.0,51
290.0,48
291.0,182
292.0,179
293.0,172
294.0,163
295.0,159
296.0,154
297.0,148
298.0,146
299.0,140
300.0,132
301.0,124
302.0,115
303.0,108
304.0,102
305.0,98
306.0,90
307.0,83
308.0,81
309.0,74
310.0,70
311.0,63
312.0,61
313.0,57
314.0,194
315.0,186
316.0,180
317.0,172
318.0,169
319.0,162
320.0,156
321.0,154
322.0,150
323.0,144
324.0,140
325.0,137
326.0,134
327.0,130
328.0,127
329.0,121
330.0,119
331.0,116
332.0,116
333.0,110
334.0,104
335.0,101
336.0,96
337.0,92
338.0,89
339.0,85
340.0,80
341.0,72
342.0,64
343.0,61
344.0,60
345.0,53
346.0,188
347.0,180
348.0,172
349.0,170
350.0,165
351.0,162
352.0,159
353.0,157
354.0,148
355.0,140
356.0,136
357.0,133
358.0,130
359.0,122
360.0,116
361.0,110
362.0,105
363.0,98
364.0,93
365.0,83
0.0,200
1.0,195
2.0,187
3.0,175
4.0,171
5.0,165
6.0,161
7.0,157
8.0,152
9.0,148
10.0,139
11.0,135
12.0,126
13.0,122
14.0,117
15.0,114
16.0,111
17.0,107
18.0,101
19.0,100
20.0,90
21.0,86
22.0,81
23.0,74
24.0,70
25.0,62
26.0,60
27.0,56
28.0,186
29.0,182
30.0,179
31.0,177
32.0,173
33.0,165
34.0,161
35.0,155
36.0,147
37.0,144
38.0,140
39.0,132
40.0,125
41.0,119
42.0,115
43.0,110
44.0,107
45.0,101
46.0,95
47.0,88
48.0,81
49.0,75
50.0,70
51.0,67
52.0,63
53.0,58
54.0,53
55.0,45
56.0,179
57.0,176
58.0,174
59.0,167
60.0,160
61.0,158
62.0,155
63.0,152
64.0,150
65.0,143
66.0,141
67.0,136
68.0,131
69.0,125
70.0,119
71.0,118
72.0,115
73.0,112
74.0,109
75.0,107
76.0,105
77.0,95
78.0,88
79.0,81
80.0,76
81.0,71
82.0,64
83.0,63
84.0,59
85.0,54
86.0,52
87.0,187
88.0,184
89.0,179
90.0,175
91.0,169
92.0,161
93.0,156
94.0,150
95.0,145
96.0,140
97.0,138
98.0,131
99.0,129
100.0,122
101.0,122
102.0,114
103.0,110
104.0,106
105.0,99
106.0,94
107.0,87
108.0,82
109.0,79
110.0,74
111.0,68
112.0,62
113.0,59
114.0,54
115.0,47
116.0,181
117.0,176
118.0,173
119.0,173
120.0,166
121.0,159
122.0,153
123.0,147
124.0,142
125.0,140
126.0,134
127.0,127
128.0,126
129.0,117
130.0,111
131.0,105
132.0,98
133.0,93
134.0,88
135.0,85
136.0,76
137.0,71
138.0,64
139.0,59
140.0,56
141.0,193
142.0,189
143.0,184
144.0,181
145.0,176
146.0,169
147.0,163
148.0,157
149.0,156
150.0,155
151.0,148
152.0,144
153.0,138
154.0,130
155.0,125
156.0,118
157.0,114
158.0,110
159.0,106
160.0,100
161.0,97
162.0,88
163.0,84
164.0,78
165.0,73
166.0,72
167.0,68
168.0,66
169.0,63
170.0,60
171.0,56
172.0,51
173.0,183
174.0,178
175.0,173
176.0,170
177.0,169
178.0,165
179.0,159
180.0,152
181.0,147
182.0,144
183.0,134
184.0,130
185.0,125
186.0,118
187.0,112
188.0,107
189.0,98
190.0,96
191.0,89
192.0,87
193.0,82
194.0,78
195.0,69
196.0,64
197.0,59
198.0,53
199.0,49
200.0,186
201.0,181
202.0,178
203.0,173
204.0,168
205.0,165
206.0,161
207.0,153
208.0,150
209.0,149
210.0,146
211.0,143
212.0,134
213.0,128
214.0,125
215.0,121
216.0,116
217.0,112
218.0,111
219.0,106
220.0,103
221.0,95
222.0,86
223.0,74
224.0,70
225.0,65
226.0,59
227.0,57
228.0,52
229.0,188
230.0,181
231.0,178
232.0,174
233.0,167
234.0,165
235.0,155
236.0,147
237.0,141
238.0,136
239.0,131
240.0,126
241.0,123
242.0,121
243.0,119
244.0,113
245.0,107
246.0,97
247.0,88
248.0,84
249.0,84
250.0,82
251.0,77
252.0,71
253.0,65
254.0,61
255.0,60
256.0,52
257.0,186
258.0,181
259.0,176
260.0,166
261.0,163
262.0,159
263.0,154
264.0,149
265.0,145
266.0,139
267.0,136
268.0,131
269.0,126
270.0,122
271.0,117
272.0,114
273.0,105
274.0,98
275.0,91
276.0,82
277.0,76
278.0,70
279.0,68
280.0,64
281.0,58
282.0,54
283.0,193
284.0,186
285.0,181
286.0,177
287.0,172
288.0,169
289.0,165
290.0,163
291.0,162
292.0,159
293.0,154
294.0,152
295.0,148
296.0,140
297.0,135
298.0,128
299.0,125
300.0,117
301.0,111
302.0,106
303.0,102
304.0,96
305.0,90
306.0,83
307.0,77
308.0,73
309.0,68
310.0,66
311.0,61
312.0,55
313.0,47
314.0,178
315.0,177
316.0,173
317.0,163
318.0,155
319.0,153
320.0,146
321.0,144
322.0,136
323.0,131
324.0,129
325.0,123
326.0,116
327.0,114
328.0,108
329.0,102
330.0,95
331.0,90
332.0,81
333.0,78
334.0,69
335.0,62
336.0,60
337.0,194
338.0,189
339.0,187
340.0,185
341.0,178
342.0,173
343.0,169
344.0,163
345.0,159
346.0,155
347.0,151
348.0,148
349.0,141
350.0,137
351.0,132
352.0,128
353.0,116
354.0,108
355.0,104
356.0,100
357.0,91
358.0,85
359.0,78
360.0,74
361.0,73
362.0,68
363.0,64
364.0,59
365.0,53
0.0,200
1.0,195
2.0,189
3.0,188
4.0,184
5.0,179
6.0,177
7.0,175
8.0,168
9.0,163
10.0,160
11.0,153
12.0,149
13.0,140
14.0,137
15.0,128
16.0,126
17.0,125
18.0,122
19.0,116
20.0,114
21.0,109
22.0,102
23.0,98
24.0,92
25.0,89
26.0,85
27.0,78
28.0,70
29.0,67
30.0,59
31.0,54
32.0,190
33.0,186
34.0,178
35.0,175
36.0,170
37.0,164
38.0,162
39.0,160
40.0,154
41.0,149
42.0,137
43.0,131
44.0,127
45.0,123
46.0,117
47.0,113
48.0,104
49.0,102
50.0,97
51.0,93
52.0,88
53.0,84
54.0,76
55.0,75
56.0,70
57.0,65
58.0,59
59.0,51
60.0,186
61.0,183
62.0,180
63.0,176
64.0,172
65.0,165
66.0,157
67.0,153
68.0,151
69.0,145
70.0,139
71.0,132
72.0,128
73.0,125
74.0,123
75.0,113
76.0,109
77.0,107
78.0,101
79.0,95
80.0,87
81.0,84
82.0,79
83.0,77
84.0,71
85.0,66
86.0,65
87.0,62
88.0,55
89.0,51
90.0,185
91.0,178
92.0,172
93.0,166
94.0,162
95.0,158
96.0,155
97.0,148
98.0,140
99.0,134
100.0,129
101.0,120
102.0,111
103.0,100
104.0,97
105.0,90
106.0,86
107.0,83
108.0,77
109.0,68
110.0,59
111.0,56
112.0,190
113.0,184
114.0,180
115.0,178
116.0,174
117.0,169
118.0,160
119.0,157
120.0,150
121.0,142
122.0,135
123.0,128
124.0,124
125.0,116
126.0,114
127.0,108
128.0,107
129.0,103
130.0,96
131.0,89
132.0,83
133.0,76
134.0,70
135.0,64
136.0,61
137.0,53
138.0,190
139.0,183
140.0,176
141.0,169
142.0,163
143.0,159
144.0,155
145.0,148
146.0,141
147.0,135
148.0,131
149.0,124
150.0,118
151.0,118
152.0,115
153.0,109
154.0,105
155.0,95
156.0,89
157.0,79
158.0,75
159.0,70
160.0,66
161.0,62
162.0,57
163.0,53
164.0,50
165.0,185
166.0,180
167.0,177
168.0,172
169.0,171
170.0,160
171.0,159
172.0,150
173.0,145
174.0,141
175.0,137
176.0,130
177.0,124
178.0,116
179.0,108
180.0,104
181.0,97
182.0,87
183.0,85
184.0,76
185.0,72
186.0,71
187.0,66
188.0,62
189.0,54
190.0,189
191.0,182
192.0,180
193.0,175
194.0,168
195.0,165
196.0,158
197.0,154
198.0,149
199.0,145
200.0,142
201.0,135
202.0,125
203.0,118
204.0,115
205.0,110
206.0,108
207.0,104
208.0,98
209.0,93
210.0,88
211.0,82
212.0,79
213.0,73
214.0,70
215.0,64
216.0,61
217.0,57
218.0,55
219.0,186
220.0,181
221.0,172
222.0,168
223.0,165
224.0,161
225.0,156
226.0,149
227.0,141
228.0,136
229.0,131
230.0,123
231.0,117
232.0,113
233.0,108
234.0,99
235.0,95
236.0,91
237.0,89
238.0,88
239.0,86
240.0,80
241.0,76
242.0,72
243.0,67
244.0,65
245.0,60
246.0,56
247.0,53
248.0,188
249.0,182
250.0,177
251.0,172
252.0,169
253.0,164
254.0,160
255.0,153
256.0,150
257.0,146
258.0,143
259.0,140
260.0,135
261.0,131
262.0,126
263.0,118
264.0,110
265.0,106
266.0,95
267.0,88
268.0,85
269.0,80
270.0,75
271.0,71
272.0,64
273.0,56
274.0,185
275.0,182
276.0,171
277.0,167
278.0,162
279.0,153
280.0,151
281.0,144
282.0,140
283.0,133
284.0,129
285.0,125
286.0,120
287.0,113
288.0,106
289.0,103
290.0,97
291.0,91
292.0,83
293.0,76
294.0,69
295.0,65
296.0,58
297.0,50
298.0,186
299.0,184
300.0,179
301.0,172
302.0,167
303.0,161
304.0,155
305.0,148
306.0,143
307.0,139
308.0,133
309.0,124
310.0,119
311.0,114
312.0,107
313.0,105
314.0,95
315.0,88
316.0,85
317.0,79
318.0,72
319.0,68
320.0,63
321.0,58
322.0,49
323.0,185
324.0,179
325.0,175
326.0,170
327.0,167
328.0,164
329.0,156
330.0,149
331.0,146
332.0,140
333.0,134
334.0,133
335.0,127
336.0,124
337.0,119
338.0,114
339.0,109
340.0,104
341.0,102
342.0,92
343.0,87
344.0,82
345.0,76
346.0,68
347.0,63
348.0,59
349.0,57
350.0,55
351.0,190
352.0,184
353.0,181
354.0,177
355.0,176
356.0,172
357.0,169
358.0,168
359.0,165
360.0,162
361.0,157
362.0,152
363.0,145
364.0,138
365.0,136
0.0,200
1.0,199
2.0,194
3.0,190
4.0,182
5.0,177
6.0,172
7.0,165
8.0,157
9.0,152
10.0,144
11.0,141
12.0,135
13.0,131
14.0,124
15.0,117
16.0,113
17.0,109
18.0,101
19.0,97
20.0,94
21.0,88
22.0,83
23.0,79
24.0,71
25.0,65
26.0,62
27.0,58
28.0,56
29.0,188
30.0,183
31.0,177
32.0,172
33.0,166
34.0,165
35.0,162
36.0,159
37.0,156
38.0,151
39.0,147
40.0,142
